"2025 College Graduate Career Jobs — Hiring & Layoff Data (US) [CPI-Adjusted to 2025 USD, factor=1.0000]",,,,,
#,Job Title,Industry / Category,Avg. Salary (2025 USD),# Hired in 2025,# Fired / Laid Off in 2025
896.0,Spa Director,Hospitality,74171.0,4012.0,346.0
897.0,Golf Course Manager,Hospitality,71708.0,3202.0,480.0
898.0,Marina Manager,Hospitality,68515.0,2685.0,103.0
899.0,Campground Manager,Hospitality,54748.0,3143.0,495.0
900.0,Eco-Tourism Guide,Hospitality,46376.0,3875.0,440.0
901.0,Cultural Heritage Manager,Hospitality,61130.0,2896.0,307.0
902.0,Destination Marketing Manager,Hospitality,74547.0,3624.0,500.0
903.0,Convention Services Manager,Hospitality,70930.0,4431.0,195.0
904.0,Airport Lounge Manager,Hospitality,74885.0,2952.0,463.0
905.0,Airline Operations Analyst,Hospitality,86124.0,3425.0,251.0
906.0,Circular Economy Specialist,Environment,87811.0,3784.0,310.0
907.0,Life Cycle Assessment Analyst,Environment,83596.0,3651.0,297.0
908.0,Carbon Footprint Analyst,Environment,80423.0,4014.0,590.0
909.0,Biodiversity Analyst,Environment,73173.0,3087.0,177.0
910.0,Wetlands Specialist,Environment,67808.0,2909.0,248.0
911.0,Urban Ecologist,Environment,76426.0,2960.0,471.0
912.0,Restoration Ecologist,Environment,72835.0,2729.0,177.0
913.0,Marine Conservation Specialist,Environment,68685.0,2586.0,259.0
914.0,Forest Carbon Analyst,Environment,77226.0,3114.0,175.0
915.0,Permaculture Designer,Environment,55314.0,2935.0,291.0
916.0,Sustainable Agriculture Specialist,Environment,65092.0,3818.0,317.0
917.0,Organic Farming Consultant,Environment,61693.0,3110.0,311.0
918.0,Clean Tech Analyst,Environment,91861.0,5645.0,218.0
919.0,Grid Modernization Engineer,Environment,107135.0,4485.0,215.0
920.0,EV Infrastructure Planner,Environment,93253.0,4511.0,607.0
921.0,Geothermal Energy Specialist,Environment,100109.0,2590.0,145.0
922.0,Tidal Energy Engineer,Environment,95892.0,1690.0,126.0
923.0,Bioenergy Specialist,Environment,89407.0,2690.0,433.0
924.0,Notary Public (Commercial),Other,57151.0,3357.0,310.0
925.0,Process Server,Other,46413.0,2663.0,327.0
926.0,Private Investigator,Other,59378.0,3023.0,374.0
927.0,Security Consultant,Other,90246.0,3901.0,189.0
928.0,Background Check Analyst,Other,54597.0,4528.0,573.0
929.0,Risk Assessment Specialist,Other,85358.0,4413.0,517.0
930.0,Business Continuity Planner,Other,90380.0,3744.0,609.0
931.0,Crisis Management Specialist,Other,96868.0,3280.0,547.0
932.0,Insurance Investigator,Other,76203.0,3455.0,183.0
933.0,Loss Prevention Manager,Other,68164.0,5265.0,688.0
934.0,Fraud Examiner,Other,86346.0,4388.0,420.0
935.0,Certified Ethical Hacker,Other,107388.0,3833.0,260.0
936.0,Information Security Consultant,Other,120570.0,4061.0,897.0
937.0,Compliance Auditor,Other,90518.0,4710.0,248.0
938.0,Internal Auditor,Other,86534.0,5095.0,664.0
939.0,ISO Certification Specialist,Other,79781.0,3764.0,258.0
940.0,Quality Management Specialist,Other,81044.0,4649.0,593.0
941.0,Lean Manufacturing Specialist,Other,89895.0,4215.0,304.0
942.0,Six Sigma Black Belt,Other,110121.0,3705.0,554.0
943.0,Kaizen Facilitator,Other,91769.0,3358.0,371.0
944.0,Ergonomics Specialist,Other,74686.0,3149.0,203.0
945.0,Industrial Hygienist,Other,80510.0,3210.0,526.0
946.0,Safety Officer,Other,74889.0,5038.0,327.0
947.0,OSHA Compliance Manager,Other,85402.0,3929.0,718.0
948.0,Workers Comp Specialist,Other,69670.0,4650.0,327.0
949.0,Benefits Consultant,Other,80546.0,4447.0,846.0
950.0,Employee Relations Specialist,Other,74174.0,4846.0,378.0
951.0,Workplace Investigator,Other,85907.0,3781.0,474.0
952.0,HRIS Analyst,Other,79731.0,4468.0,628.0
953.0,HR Analytics Manager,Other,92785.0,3965.0,538.0
954.0,Organizational Development Specialist,Other,88004.0,4373.0,790.0
955.0,Change Management Specialist,Other,97196.0,4777.0,615.0
956.0,Instructional Technology Specialist,Other,73591.0,4824.0,380.0
957.0,Knowledge Management Specialist,Other,82024.0,3861.0,444.0
958.0,Intellectual Property Manager,Other,104832.0,3688.0,511.0
959.0,Technology Licensing Manager,Other,101304.0,3075.0,373.0
960.0,Standards Development Engineer,Other,90957.0,2697.0,380.0
961.0,Calibration Technician,Other,63609.0,3904.0,205.0
962.0,Metrologist,Other,77137.0,2703.0,215.0
963.0,NDT Inspector,Other,69775.0,3230.0,592.0
964.0,Reliability Technician,Other,64843.0,3856.0,435.0
965.0,Maintenance Engineer,Other,82289.0,5866.0,383.0
966.0,Plant Manager,Other,115820.0,3465.0,611.0
967.0,Warehouse Manager,Other,70315.0,7568.0,397.0
968.0,Distribution Center Manager,Other,82396.0,5476.0,271.0
969.0,Fleet Manager,Other,76167.0,5276.0,303.0
970.0,Transportation Planner,Other,86890.0,4545.0,322.0
971.0,Freight Broker,Other,64973.0,5619.0,297.0
972.0,Import/Export Specialist,Other,66379.0,4431.0,456.0
973.0,Trade Compliance Manager,Other,92684.0,3901.0,328.0
974.0,Tariff Analyst,Other,75945.0,3975.0,691.0
975.0,Customs Broker,Other,71648.0,4385.0,292.0
976.0,Supply Chain Analyst,Other,77196.0,6711.0,974.0
977.0,Demand Planning Analyst,Other,80712.0,5960.0,538.0
978.0,Inventory Analyst,Other,67597.0,6481.0,1041.0
979.0,Category Analyst,Other,74147.0,5512.0,344.0
980.0,Merchandising Manager,Other,81051.0,4979.0,490.0
981.0,Visual Merchandiser,Other,53265.0,5882.0,339.0
982.0,Buyer (Fashion/Retail),Other,70482.0,5839.0,546.0
983.0,Fashion Stylist,Other,53697.0,5265.0,472.0
984.0,Personal Shopper,Other,50184.0,4323.0,463.0
985.0,Image Consultant,Other,57939.0,3249.0,599.0
986.0,Color Analyst,Other,50385.0,2743.0,124.0
987.0,Wardrobe Stylist (Film),Other,65049.0,3003.0,231.0
988.0,Costume Designer,Other,68007.0,2783.0,358.0
989.0,Set Designer,Other,74115.0,2300.0,425.0
990.0,Prop Master,Other,64559.0,2144.0,216.0
991.0,Scenic Designer,Other,70531.0,2232.0,225.0
992.0,Lighting Technician (Theater),Other,53544.0,2917.0,267.0
993.0,Sound Designer (Theater),Other,60650.0,2535.0,265.0
994.0,Stage Manager,Other,56442.0,2945.0,403.0
995.0,Theater Director,Other,65540.0,2871.0,419.0
996.0,Choreographer,Other,53148.0,3283.0,165.0
997.0,Music Composer,Other,60049.0,3653.0,290.0
998.0,Conductor,Other,75281.0,1397.0,123.0
999.0,Instrumentalist (Professional),Other,50148.0,4388.0,654.0
1000.0,Session Musician,Other,53266.0,3155.0,549.0
1001.0,Music Teacher (Private),Other,47670.0,6397.0,299.0
1002.0,Band Director,Other,58216.0,3570.0,175.0
1003.0,Music Therapist (Pediatric),Other,56965.0,3260.0,192.0
1004.0,DJ / Electronic Music Producer,Other,56663.0,4853.0,454.0
1005.0,Sound Healing Practitioner,Other,46346.0,2423.0,313.0
1006.0,Podcast Editor,Other,50365.0,5441.0,926.0
1007.0,Video Editor (YouTube),Other,57451.0,6608.0,569.0
1008.0,Social Video Creator,Other,54955.0,6605.0,655.0
1009.0,Content Creator (TikTok),Other,49380.0,7941.0,1646.0
1010.0,Newsletter Writer,Other,54385.0,3883.0,665.0
1011.0,Substack Writer,Other,49870.0,3079.0,518.0
1012.0,Research Journalist,Other,63255.0,3214.0,254.0
1013.0,Fact-Checker,Other,53717.0,3233.0,526.0
1014.0,Copy Editor,Other,57910.0,3630.0,635.0
1015.0,Proofreader,Other,50019.0,3330.0,323.0
1016.0,Ghostwriter,Other,68209.0,3902.0,320.0
1017.0,Speechwriter (Corporate),Other,84060.0,3265.0,609.0
1018.0,Grant Proposal Writer,Other,68153.0,4654.0,374.0
1019.0,Technical Proposal Writer,Other,74287.0,4824.0,422.0
1020.0,Content Moderator,Other,53481.0,8728.0,428.0
1021.0,Trust & Safety Analyst,Other,70782.0,6586.0,1179.0
1022.0,Policy Researcher,Other,73921.0,3458.0,536.0
1023.0,Legal Researcher,Other,64799.0,4260.0,360.0
1024.0,Law Clerk,Other,53556.0,5630.0,535.0
1025.0,Bar Exam Tutor,Other,56457.0,3281.0,356.0
1026.0,LSAT Tutor,Other,54357.0,4664.0,226.0
1027.0,GRE/GMAT Tutor,Other,54805.0,5320.0,802.0
1028.0,Standardized Test Developer,Other,75785.0,3344.0,151.0
1029.0,Psychometrician,Other,84943.0,2734.0,240.0
1030.0,Assessment Designer,Other,76315.0,3512.0,455.0
1031.0,Curriculum Writer,Other,63952.0,4054.0,346.0
1032.0,Learning Analytics Specialist,Other,81962.0,3630.0,513.0
1033.0,Adaptive Learning Designer,Other,86354.0,3184.0,534.0
1034.0,Virtual Reality Educator,Other,87552.0,2879.0,399.0
1035.0,Gamification Designer,Other,80453.0,3434.0,325.0
1036.0,Simulation Trainer,Other,75979.0,3891.0,755.0
1037.0,Flight Simulator Instructor,Other,86925.0,2309.0,215.0
1038.0,Military Training Developer,Other,83755.0,2657.0,507.0
1039.0,Corporate Wellness Coordinator,Other,64023.0,4989.0,657.0
1040.0,Employee Assistance Program Counselor,Other,67819.0,4958.0,550.0
1041.0,Workplace Wellness Coach,Other,65461.0,4641.0,711.0
1042.0,Ergonomics Consultant,Other,73557.0,3547.0,218.0
1043.0,Mindfulness Instructor (Corporate),Other,59588.0,4526.0,359.0
1044.0,Financial Wellness Educator,Other,66945.0,3833.0,555.0
1045.0,Retirement Planning Educator,Other,75906.0,4192.0,242.0
1046.0,Estate Planning Attorney,Other,114671.0,3060.0,591.0
1047.0,Trust Officer,Other,89807.0,3584.0,363.0
1048.0,Elder Law Attorney,Other,97400.0,2746.0,348.0
1049.0,Special Needs Planner,Other,84329.0,2522.0,425.0
1050.0,Guardian ad Litem,Other,65285.0,2882.0,190.0
1051.0,Child Advocate,Other,53288.0,4859.0,226.0
1052.0,Foster Care Coordinator,Other,49622.0,4686.0,580.0
1053.0,Adoption Specialist,Other,53153.0,3599.0,529.0
1054.0,Family Mediator,Other,75193.0,3288.0,518.0
1055.0,Divorce Financial Analyst,Other,84449.0,2557.0,181.0
1056.0,Victim Advocate,Other,50791.0,5098.0,884.0
1057.0,Probation Officer,Other,57884.0,4797.0,636.0
1058.0,Parole Officer,Other,59247.0,4033.0,470.0
1059.0,Corrections Officer (Admin),Other,53465.0,5804.0,288.0
1060.0,Juvenile Justice Counselor,Other,53081.0,5080.0,880.0
1061.0,Restorative Justice Coordinator,Other,57645.0,3519.0,289.0
1062.0,Reentry Specialist,Other,49079.0,4191.0,706.0
1063.0,Street Outreach Worker,Other,43404.0,5236.0,943.0
1064.0,Housing Case Manager,Other,50107.0,5805.0,219.0
1065.0,Homeless Services Coordinator,Other,55068.0,5208.0,603.0
1066.0,Refugee Resettlement Specialist,Other,53759.0,4286.0,727.0
1067.0,Disability Rights Advocate,Other,58049.0,3558.0,286.0
1068.0,Veterans Services Coordinator,Other,59734.0,4263.0,786.0
1069.0,Military Family Support Specialist,Other,56475.0,3919.0,593.0
1070.0,Trauma-Informed Care Specialist,Other,63266.0,4876.0,704.0
1071.0,Crisis Hotline Counselor,Other,46877.0,5523.0,1151.0
1072.0,Mobile Crisis Worker,Other,53667.0,5110.0,768.0
1073.0,Community Health Worker,Other,46047.0,7360.0,425.0
1074.0,Health Navigator,Other,48994.0,7096.0,1249.0
1075.0,Patient Advocate,Other,57444.0,6303.0,964.0
1076.0,Bioethics Consultant,Other,90612.0,1667.0,198.0
1077.0,Organ Procurement Coordinator,Other,78816.0,2165.0,123.0
1078.0,Clinical Trials Coordinator,Other,67683.0,4775.0,354.0
1079.0,IRB Specialist,Other,74554.0,3344.0,437.0
1080.0,Research Compliance Officer,Other,86592.0,3173.0,278.0
1081.0,Laboratory Safety Officer,Other,78950.0,3309.0,602.0
1082.0,Biosafety Officer,Other,84088.0,2600.0,181.0
1083.0,Radiation Safety Officer,Other,92704.0,2336.0,218.0
1084.0,Environmental Health Specialist,Other,74334.0,3932.0,249.0
1085.0,Food Safety Inspector,Other,64673.0,4677.0,667.0
1086.0,Agricultural Inspector,Other,60110.0,3497.0,675.0
1087.0,Wildlife Inspector (USFWS),Other,63393.0,2628.0,218.0
1088.0,Invasive Species Coordinator,Other,60945.0,2593.0,242.0
1089.0,Fisheries Biologist,Other,67080.0,2535.0,417.0
1090.0,Range Conservationist,Other,63915.0,2823.0,370.0
1091.0,Soil Conservation Technician,Other,53790.0,3248.0,253.0
1092.0,Watershed Manager,Other,74318.0,2523.0,529.0
1093.0,Groundwater Specialist,Other,78255.0,3132.0,539.0
1094.0,Air Quality Analyst,Other,73633.0,3604.0,292.0
1095.0,Noise Pollution Specialist,Other,66463.0,2596.0,298.0
1096.0,Light Pollution Researcher,Other,65696.0,1485.0,167.0
1097.0,Ecoacoustics Researcher,Other,66445.0,1138.0,160.0
1098.0,Urban Heat Island Analyst,Other,71927.0,2194.0,228.0
1099.0,Green Infrastructure Planner,Other,77119.0,3612.0,203.0
1100.0,Urban Food Systems Planner,Other,69855.0,2830.0,276.0
1101.0,Transit Planner,Other,82112.0,3961.0,240.0
1102.0,Bicycle Infrastructure Planner,Other,67751.0,2655.0,293.0
1103.0,Pedestrian Safety Analyst,Other,71444.0,3054.0,450.0
1104.0,Autonomous Mobility Planner,Other,89526.0,2548.0,365.0
1105.0,Smart City Analyst,Other,84042.0,2991.0,152.0
1106.0,GovTech Specialist,Other,82657.0,3599.0,505.0
1107.0,Open Data Coordinator,Other,75434.0,2745.0,491.0
1108.0,Digital Equity Analyst,Other,69877.0,3355.0,436.0
1109.0,Broadband Policy Specialist,Other,79023.0,2857.0,268.0
1110.0,Spectrum Analyst,Other,86306.0,2302.0,375.0
1111.0,Telecommunications Analyst,Other,89769.0,4008.0,396.0
1112.0,Radio Frequency Engineer,Other,105752.0,3604.0,585.0
1113.0,Antenna Engineer,Other,108050.0,2631.0,121.0
1114.0,Signal Processing Engineer,Other,113933.0,2995.0,193.0
1115.0,Communications Systems Engineer,Other,118367.0,3601.0,472.0
1116.0,Radar Engineer,Other,122884.0,2199.0,105.0
1117.0,Sonar Engineer,Other,115935.0,1871.0,134.0
1118.0,Electronic Warfare Analyst,Other,125766.0,1476.0,246.0
1119.0,Space Systems Analyst,Other,121128.0,1227.0,167.0
1120.0,Orbital Mechanics Engineer,Other,133604.0,828.0,75.0
1121.0,Mission Operations Analyst,Other,117120.0,1060.0,71.0
1122.0,Ground Systems Engineer,Other,120994.0,1176.0,201.0
1123.0,Payload Systems Engineer,Other,126953.0,938.0,139.0
1124.0,Propellant Engineer,Other,134485.0,816.0,56.0
1125.0,Launch Operations Engineer,Other,138917.0,693.0,74.0
1126.0,Range Safety Engineer,Other,118844.0,626.0,87.0
1127.0,Reentry Vehicle Engineer,Other,135157.0,637.0,32.0
