"2022 College Graduate Career Jobs — Hiring & Layoff Data (US) [CPI-Adjusted to 2025 USD, factor=1.0998]",,,,,
#,Job Title,Industry / Category,Avg. Salary (2025 USD),# Hired in 2022,# Fired / Laid Off in 2022
895.0,Catering Manager,Hospitality,65885.57,7042.0,474.0
896.0,Spa Director,Hospitality,74932.21,4630.0,299.0
897.0,Golf Course Manager,Hospitality,69277.24,3953.0,546.0
898.0,Marina Manager,Hospitality,66965.54,2761.0,101.0
899.0,Campground Manager,Hospitality,51798.74,3835.0,498.0
900.0,Eco-Tourism Guide,Hospitality,46188.86,4561.0,541.0
901.0,Cultural Heritage Manager,Hospitality,57978.29,3427.0,304.0
902.0,Destination Marketing Manager,Hospitality,72056.33,3757.0,606.0
903.0,Convention Services Manager,Hospitality,68711.96,5091.0,176.0
904.0,Airport Lounge Manager,Hospitality,71736.3,3805.0,410.0
905.0,Airline Operations Analyst,Hospitality,83270.59,4388.0,226.0
906.0,Circular Economy Specialist,Environment,85403.03,3518.0,266.0
907.0,Life Cycle Assessment Analyst,Environment,81138.16,3235.0,351.0
908.0,Carbon Footprint Analyst,Environment,75705.34,3645.0,639.0
909.0,Biodiversity Analyst,Environment,68279.75,2902.0,174.0
910.0,Wetlands Specialist,Environment,66870.96,2580.0,304.0
911.0,Urban Ecologist,Environment,75140.06,2669.0,589.0
912.0,Restoration Ecologist,Environment,69520.28,2503.0,161.0
913.0,Marine Conservation Specialist,Environment,67807.95,2275.0,320.0
914.0,Forest Carbon Analyst,Environment,76552.15,2579.0,188.0
915.0,Permaculture Designer,Environment,52865.5,2668.0,320.0
916.0,Sustainable Agriculture Specialist,Environment,65190.52,3788.0,376.0
917.0,Organic Farming Consultant,Environment,61358.96,2897.0,382.0
918.0,Clean Tech Analyst,Environment,88394.38,4683.0,200.0
919.0,Grid Modernization Engineer,Environment,103769.03,3789.0,298.0
920.0,EV Infrastructure Planner,Environment,92203.95,4340.0,564.0
921.0,Geothermal Energy Specialist,Environment,97433.31,2280.0,127.0
922.0,Tidal Energy Engineer,Environment,96319.25,1450.0,130.0
923.0,Bioenergy Specialist,Environment,86811.82,2458.0,441.0
924.0,Notary Public (Commercial),Other,56174.68,3663.0,239.0
925.0,Process Server,Other,44671.19,2698.0,319.0
926.0,Private Investigator,Other,58331.32,3097.0,331.0
927.0,Security Consultant,Other,89846.06,4475.0,183.0
928.0,Background Check Analyst,Other,52997.48,5130.0,624.0
929.0,Risk Assessment Specialist,Other,83329.98,4381.0,494.0
930.0,Business Continuity Planner,Other,92289.73,3755.0,776.0
931.0,Crisis Management Specialist,Other,97942.5,3137.0,488.0
932.0,Insurance Investigator,Other,73715.87,3528.0,173.0
933.0,Loss Prevention Manager,Other,67696.88,4898.0,786.0
934.0,Fraud Examiner,Other,82859.28,4328.0,402.0
935.0,Certified Ethical Hacker,Other,103130.07,3637.0,192.0
936.0,Information Security Consultant,Other,116053.36,4491.0,914.0
937.0,Compliance Auditor,Other,87770.81,5157.0,265.0
938.0,Internal Auditor,Other,85573.49,4957.0,719.0
939.0,ISO Certification Specialist,Other,80146.17,3718.0,266.0
940.0,Quality Management Specialist,Other,78625.2,4291.0,585.0
941.0,Lean Manufacturing Specialist,Other,85874.83,4150.0,291.0
942.0,Six Sigma Black Belt,Other,105656.22,3597.0,745.0
943.0,Kaizen Facilitator,Other,89515.03,3709.0,390.0
944.0,Ergonomics Specialist,Other,72947.14,3370.0,210.0
945.0,Industrial Hygienist,Other,82947.26,3713.0,498.0
946.0,Safety Officer,Other,74532.99,5047.0,282.0
947.0,OSHA Compliance Manager,Other,85803.34,3944.0,750.0
948.0,Workers Comp Specialist,Other,69761.13,4318.0,347.0
949.0,Benefits Consultant,Other,81058.97,5009.0,906.0
950.0,Employee Relations Specialist,Other,74942.1,5294.0,409.0
951.0,Workplace Investigator,Other,83242.0,4228.0,434.0
952.0,HRIS Analyst,Other,82079.55,5171.0,553.0
953.0,HR Analytics Manager,Other,91156.98,4142.0,534.0
954.0,Organizational Development Specialist,Other,87525.57,4853.0,835.0
955.0,Change Management Specialist,Other,99196.23,5039.0,605.0
956.0,Instructional Technology Specialist,Other,73184.69,5507.0,414.0
957.0,Knowledge Management Specialist,Other,80762.04,4328.0,446.0
958.0,Intellectual Property Manager,Other,105924.57,4012.0,619.0
959.0,Technology Licensing Manager,Other,102183.18,3278.0,253.0
960.0,Standards Development Engineer,Other,91661.77,2997.0,383.0
961.0,Calibration Technician,Other,63230.75,3865.0,162.0
962.0,Metrologist,Other,79421.43,3044.0,266.0
963.0,NDT Inspector,Other,69602.76,3931.0,572.0
964.0,Reliability Technician,Other,66400.26,4432.0,279.0
965.0,Maintenance Engineer,Other,79206.98,6137.0,396.0
966.0,Plant Manager,Other,118233.09,3425.0,577.0
967.0,Warehouse Manager,Other,72088.22,7160.0,429.0
968.0,Distribution Center Manager,Other,77043.75,6171.0,302.0
969.0,Fleet Manager,Other,75133.46,5292.0,211.0
970.0,Transportation Planner,Other,85553.7,4344.0,325.0
971.0,Freight Broker,Other,62257.46,5918.0,296.0
972.0,Import/Export Specialist,Other,66886.35,4483.0,437.0
973.0,Trade Compliance Manager,Other,89698.69,4219.0,389.0
974.0,Tariff Analyst,Other,75453.49,3563.0,686.0
975.0,Customs Broker,Other,68792.24,4175.0,423.0
976.0,Supply Chain Analyst,Other,77055.84,7497.0,869.0
977.0,Demand Planning Analyst,Other,80355.13,6178.0,467.0
978.0,Inventory Analyst,Other,67990.51,6157.0,862.0
979.0,Category Analyst,Other,74155.77,6348.0,344.0
980.0,Merchandising Manager,Other,80268.24,5540.0,405.0
981.0,Visual Merchandiser,Other,52867.7,6093.0,361.0
982.0,Buyer (Fashion/Retail),Other,67785.96,6175.0,528.0
983.0,Fashion Stylist,Other,51342.34,5951.0,381.0
984.0,Personal Shopper,Other,50779.26,4952.0,534.0
985.0,Image Consultant,Other,56482.62,3605.0,682.0
986.0,Color Analyst,Other,49540.93,3088.0,139.0
987.0,Wardrobe Stylist (Film),Other,63771.83,3172.0,242.0
988.0,Costume Designer,Other,66538.83,2917.0,377.0
989.0,Set Designer,Other,75166.45,2425.0,495.0
990.0,Prop Master,Other,63511.19,2165.0,194.0
991.0,Scenic Designer,Other,68775.74,2513.0,270.0
992.0,Lighting Technician (Theater),Other,52224.34,2761.0,225.0
993.0,Sound Designer (Theater),Other,60061.24,2560.0,184.0
994.0,Stage Manager,Other,56513.41,3257.0,480.0
995.0,Theater Director,Other,61970.42,2707.0,503.0
996.0,Choreographer,Other,53548.46,3388.0,121.0
997.0,Music Composer,Other,59853.38,3672.0,232.0
998.0,Conductor,Other,71891.37,1537.0,101.0
999.0,Instrumentalist (Professional),Other,50207.38,5091.0,547.0
1000.0,Session Musician,Other,54130.23,3721.0,673.0
1001.0,Music Teacher (Private),Other,47262.22,6844.0,367.0
1002.0,Band Director,Other,56282.46,4044.0,199.0
1003.0,Music Therapist (Pediatric),Other,57365.73,3348.0,226.0
1004.0,DJ / Electronic Music Producer,Other,55298.17,4710.0,535.0
1005.0,Sound Healing Practitioner,Other,45895.22,2480.0,392.0
1006.0,Podcast Editor,Other,49382.56,6109.0,966.0
1007.0,Video Editor (YouTube),Other,55701.79,6923.0,458.0
1008.0,Social Video Creator,Other,51870.22,7619.0,733.0
1009.0,Content Creator (TikTok),Other,47385.4,9118.0,1424.0
1010.0,Newsletter Writer,Other,52500.38,4226.0,602.0
1011.0,Substack Writer,Other,48023.26,3224.0,528.0
1012.0,Research Journalist,Other,63989.58,3382.0,250.0
1013.0,Fact-Checker,Other,53761.81,3115.0,508.0
1014.0,Copy Editor,Other,57403.12,4391.0,545.0
1015.0,Proofreader,Other,49764.18,3525.0,244.0
1016.0,Ghostwriter,Other,66125.32,3818.0,326.0
1017.0,Speechwriter (Corporate),Other,86003.5,3061.0,564.0
1018.0,Grant Proposal Writer,Other,67633.09,4913.0,257.0
1019.0,Technical Proposal Writer,Other,71652.72,4768.0,547.0
1020.0,Content Moderator,Other,54047.75,8816.0,607.0
1021.0,Trust & Safety Analyst,Other,69864.51,7707.0,1063.0
1022.0,Policy Researcher,Other,71294.2,3805.0,587.0
1023.0,Legal Researcher,Other,64311.81,4799.0,308.0
1024.0,Law Clerk,Other,52488.29,5496.0,613.0
1025.0,Bar Exam Tutor,Other,57208.46,3322.0,351.0
1026.0,LSAT Tutor,Other,52248.54,5210.0,194.0
1027.0,GRE/GMAT Tutor,Other,54879.17,5326.0,980.0
1028.0,Standardized Test Developer,Other,73949.02,3366.0,176.0
1029.0,Psychometrician,Other,87236.33,2751.0,223.0
1030.0,Assessment Designer,Other,72297.18,3801.0,698.0
1031.0,Curriculum Writer,Other,64474.58,4750.0,305.0
1032.0,Learning Analytics Specialist,Other,78829.76,3787.0,636.0
1033.0,Adaptive Learning Designer,Other,86384.02,3390.0,541.0
1034.0,Virtual Reality Educator,Other,86200.35,2756.0,462.0
1035.0,Gamification Designer,Other,80675.16,3490.0,332.0
1036.0,Simulation Trainer,Other,72066.23,3967.0,635.0
1037.0,Flight Simulator Instructor,Other,85084.1,2373.0,145.0
1038.0,Military Training Developer,Other,82744.91,2791.0,630.0
1039.0,Corporate Wellness Coordinator,Other,65245.51,5059.0,873.0
1040.0,Employee Assistance Program Counselor,Other,69151.86,4955.0,588.0
1041.0,Workplace Wellness Coach,Other,64317.31,5038.0,709.0
1042.0,Ergonomics Consultant,Other,72264.19,3682.0,178.0
1043.0,Mindfulness Instructor (Corporate),Other,60133.82,4738.0,340.0
1044.0,Financial Wellness Educator,Other,67839.85,3746.0,669.0
1045.0,Retirement Planning Educator,Other,76376.19,4189.0,251.0
1046.0,Estate Planning Attorney,Other,113208.28,3152.0,461.0
1047.0,Trust Officer,Other,92565.77,3832.0,480.0
1048.0,Elder Law Attorney,Other,95767.17,2857.0,401.0
1049.0,Special Needs Planner,Other,81318.52,2694.0,430.0
1050.0,Guardian ad Litem,Other,63348.42,3412.0,191.0
1051.0,Child Advocate,Other,55366.36,4982.0,174.0
1052.0,Foster Care Coordinator,Other,49638.81,4625.0,519.0
1053.0,Adoption Specialist,Other,53074.46,3695.0,494.0
1054.0,Family Mediator,Other,72153.11,3049.0,580.0
1055.0,Divorce Financial Analyst,Other,88243.71,2938.0,172.0
1056.0,Victim Advocate,Other,50733.07,5192.0,936.0
1057.0,Probation Officer,Other,55193.7,4892.0,598.0
1058.0,Parole Officer,Other,61224.79,4164.0,614.0
1059.0,Corrections Officer (Admin),Other,52544.37,5876.0,239.0
1060.0,Juvenile Justice Counselor,Other,53337.3,5311.0,1066.0
1061.0,Restorative Justice Coordinator,Other,55156.31,4060.0,311.0
1062.0,Reentry Specialist,Other,49013.04,4716.0,604.0
1063.0,Street Outreach Worker,Other,43000.65,5029.0,887.0
1064.0,Housing Case Manager,Other,48117.84,6462.0,307.0
1065.0,Homeless Services Coordinator,Other,54478.85,5569.0,511.0
1066.0,Refugee Resettlement Specialist,Other,55319.07,3939.0,685.0
1067.0,Disability Rights Advocate,Other,54731.8,3736.0,320.0
1068.0,Veterans Services Coordinator,Other,59354.09,4808.0,860.0
1069.0,Military Family Support Specialist,Other,54477.75,3578.0,618.0
1070.0,Trauma-Informed Care Specialist,Other,64087.46,4994.0,778.0
1071.0,Crisis Hotline Counselor,Other,46607.86,5677.0,937.0
1072.0,Mobile Crisis Worker,Other,54875.87,5520.0,831.0
1073.0,Community Health Worker,Other,44717.38,7731.0,519.0
1074.0,Health Navigator,Other,48480.76,7070.0,878.0
1075.0,Patient Advocate,Other,58317.02,6210.0,889.0
1076.0,Bioethics Consultant,Other,93050.77,1724.0,180.0
1077.0,Organ Procurement Coordinator,Other,77959.85,2058.0,123.0
1078.0,Clinical Trials Coordinator,Other,66944.64,4709.0,459.0
1079.0,IRB Specialist,Other,75220.34,3673.0,464.0
1080.0,Research Compliance Officer,Other,83926.05,3346.0,248.0
1081.0,Laboratory Safety Officer,Other,80150.57,3647.0,681.0
1082.0,Biosafety Officer,Other,82261.01,2615.0,136.0
1083.0,Radiation Safety Officer,Other,89092.73,2475.0,179.0
1084.0,Environmental Health Specialist,Other,75394.1,3911.0,243.0
1085.0,Food Safety Inspector,Other,63687.15,4967.0,741.0
1086.0,Agricultural Inspector,Other,60061.24,3374.0,840.0
1087.0,Wildlife Inspector (USFWS),Other,61423.84,3019.0,247.0
1088.0,Invasive Species Coordinator,Other,59314.5,2890.0,301.0
1089.0,Fisheries Biologist,Other,68912.11,2389.0,455.0
1090.0,Range Conservationist,Other,64348.11,2621.0,404.0
1091.0,Soil Conservation Technician,Other,53173.44,3704.0,175.0
1092.0,Watershed Manager,Other,75102.67,2831.0,520.0
1093.0,Groundwater Specialist,Other,80664.16,3363.0,434.0
1094.0,Air Quality Analyst,Other,76540.06,3683.0,293.0
1095.0,Noise Pollution Specialist,Other,65848.18,2946.0,302.0
1096.0,Light Pollution Researcher,Other,63348.42,1381.0,234.0
1097.0,Ecoacoustics Researcher,Other,65948.26,1312.0,204.0
1098.0,Urban Heat Island Analyst,Other,71029.15,2176.0,191.0
1099.0,Green Infrastructure Planner,Other,76225.52,3573.0,254.0
1100.0,Urban Food Systems Planner,Other,69469.69,2613.0,233.0
1101.0,Transit Planner,Other,83877.66,4142.0,217.0
1102.0,Bicycle Infrastructure Planner,Other,66603.72,2829.0,330.0
1103.0,Pedestrian Safety Analyst,Other,68608.58,3031.0,389.0
1104.0,Autonomous Mobility Planner,Other,89814.17,2492.0,265.0
1105.0,Smart City Analyst,Other,82717.41,3394.0,160.0
1106.0,GovTech Specialist,Other,80196.76,3916.0,530.0
1107.0,Open Data Coordinator,Other,72174.01,2827.0,434.0
1108.0,Digital Equity Analyst,Other,68174.17,3260.0,359.0
1109.0,Broadband Policy Specialist,Other,79470.92,2810.0,274.0
1110.0,Spectrum Analyst,Other,86502.79,2467.0,511.0
1111.0,Telecommunications Analyst,Other,89576.62,3934.0,398.0
1112.0,Radio Frequency Engineer,Other,101102.11,3789.0,506.0
1113.0,Antenna Engineer,Other,106320.48,2940.0,148.0
1114.0,Signal Processing Engineer,Other,110186.14,3195.0,178.0
1115.0,Communications Systems Engineer,Other,115371.51,3648.0,412.0
1116.0,Radar Engineer,Other,122596.94,2362.0,92.0
1117.0,Sonar Engineer,Other,114492.8,1907.0,158.0
1118.0,Electronic Warfare Analyst,Other,128272.81,1548.0,283.0
1119.0,Space Systems Analyst,Other,117596.33,1243.0,166.0
1120.0,Orbital Mechanics Engineer,Other,130365.65,984.0,82.0
1121.0,Mission Operations Analyst,Other,115832.31,1058.0,53.0
1122.0,Ground Systems Engineer,Other,121707.23,1237.0,201.0
1123.0,Payload Systems Engineer,Other,127366.6,938.0,121.0
1124.0,Propellant Engineer,Other,133045.77,726.0,59.0
1125.0,Launch Operations Engineer,Other,137595.48,739.0,105.0
1126.0,Range Safety Engineer,Other,114613.78,632.0,81.0
1127.0,Reentry Vehicle Engineer,Other,129712.39,654.0,30.0
