"2024 College Graduate Career Jobs — Hiring & Layoff Data [CPI-Adjusted to 2025 USD, factor=1.0261]",,,,,
#,Job Title,Industry / Category,Avg. Salary (2025 USD),# Hired in 2024,# Fired / Laid Off in 2024
898.0,Marina Manager,Hospitality,66699.08,2500.0,112.0
899.0,Campground Manager,Hospitality,53359.26,3200.0,492.0
900.0,Eco-Tourism Guide,Hospitality,46176.28,3800.0,476.0
901.0,Cultural Heritage Manager,Hospitality,59516.1,2800.0,326.0
902.0,Destination Marketing Manager,Hospitality,73882.05,3500.0,479.0
903.0,Convention Services Manager,Hospitality,69777.49,4200.0,178.0
904.0,Airport Lounge Manager,Hospitality,73882.05,2800.0,450.0
905.0,Airline Operations Analyst,Hospitality,84143.45,3500.0,281.0
906.0,Circular Economy Specialist,Environment,84143.45,3500.0,335.0
907.0,Life Cycle Assessment Analyst,Environment,80038.89,3200.0,357.0
908.0,Carbon Footprint Analyst,Environment,76960.47,3800.0,631.0
909.0,Biodiversity Analyst,Environment,69777.49,2800.0,201.0
910.0,Wetlands Specialist,Environment,66699.08,2500.0,283.0
911.0,Urban Ecologist,Environment,73882.05,2800.0,500.0
912.0,Restoration Ecologist,Environment,69777.49,2500.0,174.0
913.0,Marine Conservation Specialist,Environment,66699.08,2200.0,287.0
914.0,Forest Carbon Analyst,Environment,73882.05,2800.0,176.0
915.0,Permaculture Designer,Environment,53359.26,2500.0,298.0
916.0,Sustainable Agriculture Specialist,Environment,63620.66,3500.0,353.0
917.0,Organic Farming Consultant,Environment,59516.1,2800.0,333.0
918.0,Clean Tech Analyst,Environment,90300.29,4800.0,211.0
919.0,Grid Modernization Engineer,Environment,104666.24,3800.0,259.0
920.0,EV Infrastructure Planner,Environment,90300.29,4200.0,697.0
921.0,Geothermal Energy Specialist,Environment,97483.26,2200.0,143.0
922.0,Tidal Energy Engineer,Environment,94404.85,1500.0,123.0
923.0,Bioenergy Specialist,Environment,87221.87,2500.0,446.0
924.0,Notary Public (Commercial),Other,56437.68,3500.0,264.0
925.0,Process Server,Other,46176.28,2800.0,339.0
926.0,Private Investigator,Other,59516.1,3200.0,320.0
927.0,Security Consultant,Other,90300.29,4200.0,169.0
928.0,Background Check Analyst,Other,53359.26,4800.0,624.0
929.0,Risk Assessment Specialist,Other,84143.45,4500.0,496.0
930.0,Business Continuity Planner,Other,90300.29,3800.0,650.0
931.0,Crisis Management Specialist,Other,94404.85,3200.0,565.0
932.0,Insurance Investigator,Other,73882.05,3500.0,176.0
933.0,Loss Prevention Manager,Other,66699.08,5200.0,636.0
934.0,Fraud Examiner,Other,84143.45,4200.0,368.0
935.0,Certified Ethical Hacker,Other,104666.24,3800.0,222.0
936.0,Information Security Consultant,Other,118006.06,4500.0,757.0
937.0,Compliance Auditor,Other,90300.29,4800.0,253.0
938.0,Internal Auditor,Other,84143.45,5200.0,573.0
939.0,ISO Certification Specialist,Other,80038.89,3800.0,275.0
940.0,Quality Management Specialist,Other,80038.89,4500.0,540.0
941.0,Lean Manufacturing Specialist,Other,87221.87,4200.0,290.0
942.0,Six Sigma Black Belt,Other,107744.66,3800.0,606.0
943.0,Kaizen Facilitator,Other,90300.29,3500.0,353.0
944.0,Ergonomics Specialist,Other,73882.05,3200.0,218.0
945.0,Industrial Hygienist,Other,80038.89,3500.0,532.0
946.0,Safety Officer,Other,73882.05,5200.0,305.0
947.0,OSHA Compliance Manager,Other,84143.45,4200.0,602.0
948.0,Workers Comp Specialist,Other,69777.49,4500.0,336.0
949.0,Benefits Consultant,Other,80038.89,4800.0,757.0
950.0,Employee Relations Specialist,Other,73882.05,5200.0,394.0
951.0,Workplace Investigator,Other,84143.45,3800.0,498.0
952.0,HRIS Analyst,Other,80038.89,4800.0,643.0
953.0,HR Analytics Manager,Other,90300.29,4200.0,464.0
954.0,Organizational Development Specialist,Other,87221.87,4500.0,728.0
955.0,Change Management Specialist,Other,97483.26,4800.0,557.0
956.0,Instructional Technology Specialist,Other,73882.05,5200.0,378.0
957.0,Knowledge Management Specialist,Other,80038.89,4200.0,476.0
958.0,Intellectual Property Manager,Other,104666.24,3800.0,517.0
959.0,Technology Licensing Manager,Other,100561.68,3200.0,316.0
960.0,Standards Development Engineer,Other,90300.29,2800.0,317.0
961.0,Calibration Technician,Other,63620.66,3800.0,190.0
962.0,Metrologist,Other,76960.47,2800.0,210.0
963.0,NDT Inspector,Other,69777.49,3500.0,515.0
964.0,Reliability Technician,Other,63620.66,4200.0,364.0
965.0,Maintenance Engineer,Other,80038.89,5800.0,385.0
966.0,Plant Manager,Other,114927.64,3800.0,574.0
967.0,Warehouse Manager,Other,69777.49,7800.0,344.0
968.0,Distribution Center Manager,Other,80038.89,5800.0,263.0
969.0,Fleet Manager,Other,73882.05,5200.0,253.0
970.0,Transportation Planner,Other,84143.45,4500.0,299.0
971.0,Freight Broker,Other,63620.66,5800.0,272.0
972.0,Import/Export Specialist,Other,66699.08,4800.0,388.0
973.0,Trade Compliance Manager,Other,90300.29,4200.0,325.0
974.0,Tariff Analyst,Other,73882.05,3800.0,643.0
975.0,Customs Broker,Other,69777.49,4200.0,317.0
976.0,Supply Chain Analyst,Other,76960.47,6800.0,821.0
977.0,Demand Planning Analyst,Other,80038.89,5800.0,471.0
978.0,Inventory Analyst,Other,66699.08,6200.0,877.0
979.0,Category Analyst,Other,73882.05,5800.0,324.0
980.0,Merchandising Manager,Other,80038.89,5500.0,485.0
981.0,Visual Merchandiser,Other,53359.26,6200.0,371.0
982.0,Buyer (Fashion/Retail),Other,69777.49,5800.0,479.0
983.0,Fashion Stylist,Other,53359.26,5500.0,420.0
984.0,Personal Shopper,Other,49254.7,4800.0,496.0
985.0,Image Consultant,Other,56437.68,3500.0,602.0
986.0,Color Analyst,Other,49254.7,2800.0,122.0
987.0,Wardrobe Stylist (Film),Other,63620.66,3200.0,231.0
988.0,Costume Designer,Other,66699.08,2800.0,350.0
989.0,Set Designer,Other,73882.05,2500.0,392.0
990.0,Prop Master,Other,63620.66,2200.0,204.0
991.0,Scenic Designer,Other,69777.49,2200.0,198.0
992.0,Lighting Technician (Theater),Other,53359.26,2800.0,236.0
993.0,Sound Designer (Theater),Other,59516.1,2500.0,231.0
994.0,Stage Manager,Other,56437.68,3200.0,369.0
995.0,Theater Director,Other,63620.66,2800.0,417.0
996.0,Choreographer,Other,53359.26,3500.0,150.0
997.0,Music Composer,Other,59516.1,3800.0,245.0
998.0,Conductor,Other,73882.05,1500.0,106.0
999.0,Instrumentalist (Professional),Other,49254.7,4500.0,571.0
1000.0,Session Musician,Other,53359.26,3500.0,512.0
1001.0,Music Teacher (Private),Other,46176.28,6500.0,324.0
1002.0,Band Director,Other,56437.68,3800.0,152.0
1003.0,Music Therapist (Pediatric),Other,56437.68,3200.0,179.0
1004.0,DJ / Electronic Music Producer,Other,56437.68,4800.0,484.0
1005.0,Sound Healing Practitioner,Other,46176.28,2500.0,342.0
1006.0,Podcast Editor,Other,49254.7,5800.0,1021.0
1007.0,Video Editor (YouTube),Other,56437.68,6800.0,624.0
1008.0,Social Video Creator,Other,53359.26,7200.0,715.0
1009.0,Content Creator (TikTok),Other,49254.7,8500.0,1382.0
1010.0,Newsletter Writer,Other,53359.26,3800.0,560.0
1011.0,Substack Writer,Other,49254.7,3200.0,533.0
1012.0,Research Journalist,Other,63620.66,3500.0,268.0
1013.0,Fact-Checker,Other,53359.26,3200.0,447.0
1014.0,Copy Editor,Other,56437.68,3800.0,582.0
1015.0,Proofreader,Other,49254.7,3500.0,273.0
1016.0,Ghostwriter,Other,66699.08,4200.0,311.0
1017.0,Speechwriter (Corporate),Other,84143.45,3200.0,544.0
1018.0,Grant Proposal Writer,Other,66699.08,4500.0,318.0
1019.0,Technical Proposal Writer,Other,73882.05,4800.0,411.0
1020.0,Content Moderator,Other,53359.26,8500.0,461.0
1021.0,Trust & Safety Analyst,Other,69777.49,6800.0,1106.0
1022.0,Policy Researcher,Other,73882.05,3800.0,482.0
1023.0,Legal Researcher,Other,63620.66,4500.0,333.0
1024.0,Law Clerk,Other,53359.26,5500.0,560.0
1025.0,Bar Exam Tutor,Other,56437.68,3200.0,327.0
1026.0,LSAT Tutor,Other,53359.26,4800.0,203.0
1027.0,GRE/GMAT Tutor,Other,53359.26,5200.0,749.0
1028.0,Standardized Test Developer,Other,73882.05,3200.0,162.0
1029.0,Psychometrician,Other,84143.45,2800.0,262.0
1030.0,Assessment Designer,Other,73882.05,3500.0,501.0
1031.0,Curriculum Writer,Other,63620.66,4200.0,333.0
1032.0,Learning Analytics Specialist,Other,80038.89,3800.0,558.0
1033.0,Adaptive Learning Designer,Other,84143.45,3200.0,532.0
1034.0,Virtual Reality Educator,Other,87221.87,2800.0,387.0
1035.0,Gamification Designer,Other,80038.89,3500.0,348.0
1036.0,Simulation Trainer,Other,73882.05,3800.0,646.0
1037.0,Flight Simulator Instructor,Other,87221.87,2200.0,186.0
1038.0,Military Training Developer,Other,84143.45,2800.0,502.0
1039.0,Corporate Wellness Coordinator,Other,63620.66,5500.0,685.0
1040.0,Employee Assistance Program Counselor,Other,66699.08,4800.0,551.0
1041.0,Workplace Wellness Coach,Other,63620.66,4500.0,729.0
1042.0,Ergonomics Consultant,Other,73882.05,3800.0,208.0
1043.0,Mindfulness Instructor (Corporate),Other,59516.1,4500.0,360.0
1044.0,Financial Wellness Educator,Other,66699.08,3800.0,564.0
1045.0,Retirement Planning Educator,Other,73882.05,4200.0,208.0
1046.0,Estate Planning Attorney,Other,114927.64,3200.0,542.0
1047.0,Trust Officer,Other,90300.29,3500.0,362.0
1048.0,Elder Law Attorney,Other,97483.26,2800.0,304.0
1049.0,Special Needs Planner,Other,84143.45,2500.0,448.0
1050.0,Guardian ad Litem,Other,63620.66,3200.0,166.0
1051.0,Child Advocate,Other,53359.26,4800.0,205.0
1052.0,Foster Care Coordinator,Other,49254.7,4500.0,534.0
1053.0,Adoption Specialist,Other,53359.26,3800.0,489.0
1054.0,Family Mediator,Other,73882.05,3200.0,514.0
1055.0,Divorce Financial Analyst,Other,84143.45,2800.0,187.0
1056.0,Victim Advocate,Other,49254.7,5200.0,850.0
1057.0,Probation Officer,Other,56437.68,4800.0,633.0
1058.0,Parole Officer,Other,59516.1,4200.0,508.0
1059.0,Corrections Officer (Admin),Other,53359.26,5800.0,247.0
1060.0,Juvenile Justice Counselor,Other,53359.26,5200.0,789.0
1061.0,Restorative Justice Coordinator,Other,56437.68,3800.0,268.0
1062.0,Reentry Specialist,Other,49254.7,4500.0,600.0
1063.0,Street Outreach Worker,Other,43097.86,5500.0,984.0
1064.0,Housing Case Manager,Other,49254.7,5800.0,242.0
1065.0,Homeless Services Coordinator,Other,53359.26,5200.0,520.0
1066.0,Refugee Resettlement Specialist,Other,53359.26,4200.0,719.0
1067.0,Disability Rights Advocate,Other,56437.68,3800.0,304.0
1068.0,Veterans Services Coordinator,Other,59516.1,4500.0,707.0
1069.0,Military Family Support Specialist,Other,56437.68,3800.0,587.0
1070.0,Trauma-Informed Care Specialist,Other,63620.66,4800.0,656.0
1071.0,Crisis Hotline Counselor,Other,46176.28,5500.0,988.0
1072.0,Mobile Crisis Worker,Other,53359.26,5200.0,721.0
1073.0,Community Health Worker,Other,46176.28,7800.0,426.0
1074.0,Health Navigator,Other,49254.7,6800.0,1073.0
1075.0,Patient Advocate,Other,56437.68,6200.0,900.0
1076.0,Bioethics Consultant,Other,90300.29,1800.0,169.0
1077.0,Organ Procurement Coordinator,Other,76960.47,2200.0,117.0
1078.0,Clinical Trials Coordinator,Other,66699.08,4800.0,372.0
1079.0,IRB Specialist,Other,73882.05,3500.0,397.0
1080.0,Research Compliance Officer,Other,84143.45,3200.0,240.0
1081.0,Laboratory Safety Officer,Other,76960.47,3500.0,623.0
1082.0,Biosafety Officer,Other,84143.45,2800.0,174.0
1083.0,Radiation Safety Officer,Other,90300.29,2500.0,195.0
1084.0,Environmental Health Specialist,Other,73882.05,4200.0,240.0
1085.0,Food Safety Inspector,Other,63620.66,4800.0,695.0
1086.0,Agricultural Inspector,Other,59516.1,3800.0,592.0
1087.0,Wildlife Inspector (USFWS),Other,63620.66,2800.0,210.0
1088.0,Invasive Species Coordinator,Other,59516.1,2800.0,265.0
1089.0,Fisheries Biologist,Other,66699.08,2500.0,410.0
1090.0,Range Conservationist,Other,63620.66,2800.0,346.0
1091.0,Soil Conservation Technician,Other,53359.26,3200.0,225.0
1092.0,Watershed Manager,Other,73882.05,2800.0,502.0
1093.0,Groundwater Specialist,Other,76960.47,3200.0,472.0
1094.0,Air Quality Analyst,Other,73882.05,3800.0,315.0
1095.0,Noise Pollution Specialist,Other,66699.08,2800.0,287.0
1096.0,Light Pollution Researcher,Other,63620.66,1500.0,165.0
1097.0,Ecoacoustics Researcher,Other,66699.08,1200.0,154.0
1098.0,Urban Heat Island Analyst,Other,69777.49,2200.0,229.0
1099.0,Green Infrastructure Planner,Other,76960.47,3500.0,213.0
1100.0,Urban Food Systems Planner,Other,69777.49,2800.0,241.0
1101.0,Transit Planner,Other,80038.89,3800.0,220.0
1102.0,Bicycle Infrastructure Planner,Other,66699.08,2800.0,308.0
1103.0,Pedestrian Safety Analyst,Other,69777.49,3200.0,402.0
1104.0,Autonomous Mobility Planner,Other,87221.87,2500.0,310.0
1105.0,Smart City Analyst,Other,84143.45,3200.0,159.0
1106.0,GovTech Specialist,Other,80038.89,3800.0,447.0
1107.0,Open Data Coordinator,Other,73882.05,2800.0,418.0
1108.0,Digital Equity Analyst,Other,69777.49,3200.0,384.0
1109.0,Broadband Policy Specialist,Other,76960.47,2800.0,244.0
1110.0,Spectrum Analyst,Other,84143.45,2500.0,374.0
1111.0,Telecommunications Analyst,Other,90300.29,4200.0,402.0
1112.0,Radio Frequency Engineer,Other,104666.24,3500.0,528.0
1113.0,Antenna Engineer,Other,107744.66,2800.0,116.0
1114.0,Signal Processing Engineer,Other,110823.08,3200.0,167.0
1115.0,Communications Systems Engineer,Other,114927.64,3800.0,395.0
1116.0,Radar Engineer,Other,121084.48,2200.0,113.0
1117.0,Sonar Engineer,Other,114927.64,1800.0,121.0
1118.0,Electronic Warfare Analyst,Other,125189.03,1500.0,255.0
1119.0,Space Systems Analyst,Other,118006.06,1200.0,178.0
1120.0,Orbital Mechanics Engineer,Other,131345.87,900.0,73.0
1121.0,Mission Operations Analyst,Other,114927.64,1100.0,61.0
1122.0,Ground Systems Engineer,Other,121084.48,1200.0,170.0
1123.0,Payload Systems Engineer,Other,125189.03,1000.0,139.0
1124.0,Propellant Engineer,Other,131345.87,800.0,51.0
1125.0,Launch Operations Engineer,Other,135450.43,700.0,82.0
1126.0,Range Safety Engineer,Other,118006.06,600.0,77.0
1127.0,Reentry Vehicle Engineer,Other,131345.87,700.0,36.0
